M57, 5
M58, 0, 0, 1
M59, 0, 3, 2
M60, 0, 0, 1
M61, 1, 2, 1
M62, 0, 1, 3
M63, 0, 0, 3
M64, 0, 1, 8
M65, 0, 9, 
M67, 1, 1, 11
M69, 1, 7, 1
M70, 0, 7
M71, 1
M72, 1, 6, 3
M73, 1, 4
M74, 1, 1, 1
M75, 1, 3, 2
M76, 1, 3, 1
M77, 1, 4
M78, 1, 4
Pir22, 0, 1
Pir23, 0, 1, 2
Pir24, 0, 5, 2
Pir33, 0, 0, 3
Pir34, 1, 0, 5
Pir37, 1
Pir40, 1
Pir41, 2
Pir42, 1
Pir43, 1
Pir44, 1
Pir47, 1
Pir48, 0, 0, 3
Pir49, 1, 5, 5
Pir50, 1, 4, 2
Pir51, 1, 3, 2
Pir54, 4
Pir55, 2
Pir56, 1
M79, 11
M80, 14
M81, 10
M82, 8
M83, 1
M84, 1
